symbol_x,date,title,source,text,join_symbol,symbol_y,open,high,low,close,volume,symbol,date_fund,market_cap,current_price,high_low,stock_pe,book_value,dividend_yield,roce,roe,face_value,return_label
Reliance Industries,2025-12-30,$16.5 billion in a year! Mukesh Ambani leads India’s 2025 billionaire wealth surge,Economic Times,"$16.5 billion in a year! Mukesh Ambani leads India’s 2025 billionaire wealth surge

Mukesh Ambani led India's billionaire wealth surge in 2025, adding $16.5 billion as Reliance Industries rallied nearly 30%. Gautam Adani also saw his fortune grow by $5.9 billion following a clean chit from Sebi. Conversely, Shiv Nadar and Azim Premji experienced wealth declines amid IT stock downturns.",RELIANCE,RELIANCE.NS,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815329,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
HDFC Bank,2025-12-30,HDFC Bank Share Price Live Updates: HDFC Bank's Latest Market Performance,Economic Times,"HDFC Bank Share Price Live Updates: HDFC Bank's Latest Market Performance

",HDFCBANK,HDFCBANK.NS,990.2000122070312,995.0,982.2000122070312,990.9000244140625,33152344,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,1
TCS,2025-12-30,TCS Share Price Live Updates: TCS Price Movement Analysis,Economic Times,"TCS Share Price Live Updates: TCS Price Movement Analysis

",TCS,TCS.NS,3250.0,3267.5,3239.5,3246.800048828125,2807103,TCS,2026-01-02,1176133.0,3250.0,4323,24.5,235.0,1.85,78.4,65.0,1.0,0
Reliance Industries,2025-12-30,Jio Financial Services Share Price Live Updates: Jio Financial Services Daily Market Update,Economic Times,"Jio Financial Services Share Price Live Updates: Jio Financial Services Daily Market Update

",RELIANCE,RELIANCE.NS,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815329,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
ICICI Bank,2025-12-30,ICICI Bank Share Price Live Updates: ICICI Bank Trading Insights,Economic Times,"ICICI Bank Share Price Live Updates: ICICI Bank Trading Insights

",ICICIBANK,ICICIBANK.NS,1343.300048828125,1347.0999755859375,1338.0999755859375,1342.5,18619937,ICICIBANK,2026-01-02,969099.0,1355.0,1500,19.6,433.0,0.81,7.61,17.8,2.0,1
Reliance Industries,2025-12-30,AI to add $1.7 trillion to India's economy by 2035: Govt,Economic Times,"AI to add $1.7 trillion to India's economy by 2035: Govt

The economic impact will be driven by AI adoption across sectors including healthcare, agriculture, manufacturing, financial services, education, governance, and climate services, where automation and data-driven decision-making are already improving productivity and service delivery.",RELIANCE,RELIANCE.NS,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815329,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2025-12-30,Reliance Industries chairman Mukesh Ambani unveils AI manifesto; targets 10x productivity boost,Economic Times,"Reliance Industries chairman Mukesh Ambani unveils AI manifesto; targets 10x productivity boost

Reliance Industries chairman Mukesh Ambani unveiled a draft Reliance AI Manifesto, outlining an ambitious plan to transform the conglomerate into an AI-native deep-tech enterprise while driving a tenfold improvement in productivity for over 6 lakh employees and a 10x impact on India's economy and society.",RELIANCE,RELIANCE.NS,1547.0,1553.5999755859375,1537.800048828125,1539.800048828125,8815329,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2025-12-31,China says 'successfully completed' Taiwan drills,Economic Times,"China says 'successfully completed' Taiwan drills

",RELIANCE,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4000244140625,5769632,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
ITC,2025-12-31,"Bitcoin drops 5% in 2025, down 30% from October peak. Will institutional inflows and policy support bring stability in 2026?",Economic Times,"Bitcoin drops 5% in 2025, down 30% from October peak. Will institutional inflows and policy support bring stability in 2026?

Bitcoin ended 2025 down 5%, 30% off its October peak, amid volatility and mass liquidations. Experts highlight improved liquidity, low exchange reserves, rising institutional interest, and clearer regulations as potential stabilisers. With major central banks easing and crypto infrastructure expanding, 2026 could see a healthier, more sustainable market recovery.",ITC,ITC.NS,401.1000061035156,403.75,400.8500061035156,403.0,9942502,,,,,,,,,,,,0
Reliance Industries,2025-12-31,"Why stock market rose today? Sensex surges 545 pts, Nifty above 26,100; top 5 factors behind 2025’s final rally",Economic Times,"Why stock market rose today? Sensex surges 545 pts, Nifty above 26,100; top 5 factors behind 2025’s final rally

Indian stocks surged on the final trading day of the year, with the Sensex and Nifty rebounding significantly. This rally was primarily driven by a government decision to impose a three-year safeguard duty on select steel imports, boosting metal stocks. Additionally, easing crude oil prices contributed to the positive sentiment by reducing inflationary pressures.",RELIANCE,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4000244140625,5769632,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2025-12-31,Rupee falls 15 paise to 89.90 against US dollar in early trade,Economic Times,"Rupee falls 15 paise to 89.90 against US dollar in early trade

The Indian rupee weakened by 15 paise to 89.90 against the US dollar early Wednesday, primarily due to foreign fund outflows from Indian equities. Forex traders noted continued selling by foreign portfolio investors, impacting the rupee's value. Despite a slightly positive opening in domestic stock markets, the currency faced pressure.",RELIANCE,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4000244140625,5769632,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
HDFC Bank,2025-12-31,"Nifty Bank welcomes Yes Bank, Union Bank as rejig comes into effect today. Which stocks will see outflows?",Economic Times,"Nifty Bank welcomes Yes Bank, Union Bank as rejig comes into effect today. Which stocks will see outflows?

The Nifty Bank index has welcomed Yes Bank and Union Bank today. This structural change will see significant inflows for these new entrants. However, ICICI Bank and HDFC Bank are projected to experience the largest outflows. Other banking stocks will also see adjustments in their index weights.",HDFCBANK,HDFCBANK.NS,991.0,997.5999755859375,987.5999755859375,991.2000122070312,10962561,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,0
ITC,2025-12-31,"Bitcoin near $88K, Ethereum at $2,900 as crypto market ends 2025 on a subdued note",Economic Times,"Bitcoin near $88K, Ethereum at $2,900 as crypto market ends 2025 on a subdued note

Bitcoin and Ethereum are trading at lower levels as 2025 concludes. Analysts anticipate a market recovery by the second quarter of 2026. This shift is expected due to potential interest rate cuts by the US Federal Reserve. Institutional investors may return, boosting crypto prices. The market is currently in a consolidation phase.",ITC,ITC.NS,401.1000061035156,403.75,400.8500061035156,403.0,9942502,,,,,,,,,,,,0
HDFC Bank,2025-12-31,HDFC Bank Share Price Highlights: HDFC Bank Stock Price History,Economic Times,"HDFC Bank Share Price Highlights: HDFC Bank Stock Price History

",HDFCBANK,HDFCBANK.NS,991.0,997.5999755859375,987.5999755859375,991.2000122070312,10962561,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,0
ITC,2025-12-31,India-based Speed raises $8m from Tether and Ego Death Capital to accelerate lightning-powered bitcoin and stablecoin payments,Economic Times,"India-based Speed raises $8m from Tether and Ego Death Capital to accelerate lightning-powered bitcoin and stablecoin payments

Speed, an India-based company, has secured $8 million in funding. This investment will fuel global expansion for its Lightning-powered Bitcoin and stablecoin payment solutions. Speed aims to make crypto useful for everyday commerce. The platform already supports millions of users and has processed billions in Bitcoin payments. Major companies are adopting Speed's technology for instant, low-fee transactions.",ITC,ITC.NS,401.1000061035156,403.75,400.8500061035156,403.0,9942502,,,,,,,,,,,,0
Reliance Industries,2025-12-31,"Taiwan Brokers Freeze Buy Orders for China Military Stocks, ETFs",bloomberg_markets,"Taiwan Brokers Freeze Buy Orders for China Military Stocks, ETFs

Taiwanese brokers will stop taking buy orders for shares and exchange-traded funds linked to Chinese military companies, a sign of worsening tensions after Beijing conducted military drills near the island.",RELIANCE,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4000244140625,5769632,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
ITC,2026-01-01,"Higher taxes on way. ITC, Godfrey Phillips crash",Economic Times,"Higher taxes on way. ITC, Godfrey Phillips crash

",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
ITC,2026-01-01,Broker glitch led to Rs 1.75 cr for trader; wins case,Economic Times,"Broker glitch led to Rs 1.75 cr for trader; wins case

",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
ITC,2026-01-01,"Market Wrap: Sensex down 32 pts, Nifty above 26,100 as gains in IT stocks offset ITC drag",Economic Times,"Market Wrap: Sensex down 32 pts, Nifty above 26,100 as gains in IT stocks offset ITC drag

The BSE Sensex slipped 32 points, or 0.04%, to close at 85,188.60, while the NSE Nifty 50 edged up 17 points, or 0.06%, to settle at 26,146.55, hovering comfortably above the 26,100 mark.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
Reliance Industries,2026-01-01,"How India’s top 10 conglomerates fared in 2025: Winners, losers and big shifts in market value",Economic Times,"How India’s top 10 conglomerates fared in 2025: Winners, losers and big shifts in market value

India's top business houses experienced a mixed 2025, with Reliance Industries leading wealth creation and Tata Group facing significant market value erosion. While some conglomerates saw substantial gains driven by specific sectors and companies, others grappled with weak earnings and sector-specific challenges, reflecting selective investor optimism.",RELIANCE,RELIANCE.NS,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6402513,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
ITC,2026-01-01,"Rs 50,000 crore wiped out as ITC shares crack 10%, worst day in 6 years. Should investors buy the fear?",Economic Times,"Rs 50,000 crore wiped out as ITC shares crack 10%, worst day in 6 years. Should investors buy the fear?

ITC shares fell sharply on Thursday, erasing over Rs 50,000 crore in market value after a steep new cigarette tax spooked investors. The excise hike—on top of GST—may force price increases of 15% or more, raising risks of volume loss and a shift toward illicit trade, analysts warned.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
ITC,2026-01-01,What cigarette tax hike means for 37 lakh ITC shareholders? Jefferies explains,Economic Times,"What cigarette tax hike means for 37 lakh ITC shareholders? Jefferies explains

Jefferies warned that the sharp hike in cigarette excise duty is clearly negative for ITC in the near term, likely hurting volumes and earnings. The brokerage called the move a major negative surprise for the legal cigarette industry, estimating over a 20% rise in effective tax incidence, and said it increases policy uncertainty despite its continued positive stance on ITC.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
Reliance Industries,2026-01-01,"Bitcoin stays range-bound between $87,500 and $88,000 as crypto consolidation continues",Economic Times,"Bitcoin stays range-bound between $87,500 and $88,000 as crypto consolidation continues

Bitcoin is trading between $87,500 and $88,000. Crypto consolidation continues. Bitcoin saw a slight dip in the last 24 hours. Ethereum gained a little. Many major altcoins like XRP and Solana experienced losses. The global crypto market capitalization is near $3 trillion. This follows a period of decline in 2025 for Bitcoin and Ethereum.",RELIANCE,RELIANCE.NS,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6402513,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2026-01-01,"Reliance Industries, JSW Steel among 7 stocks showing bullish RSI upswings",Economic Times,"Reliance Industries, JSW Steel among 7 stocks showing bullish RSI upswings

An uptrend signal is generated when the RSI crosses above 50 from below.",RELIANCE,RELIANCE.NS,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6402513,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2026-01-01,Jio Financial Services Share Price Live Updates: Market Snapshot: Jio Financial Services,Economic Times,"Jio Financial Services Share Price Live Updates: Market Snapshot: Jio Financial Services

",RELIANCE,RELIANCE.NS,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6402513,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
TCS,2026-01-01,TCS Share Price Live Updates: TCS Current Trading Status,Economic Times,"TCS Share Price Live Updates: TCS Current Trading Status

",TCS,TCS.NS,3215.0,3234.10009765625,3198.199951171875,3227.39990234375,1255473,TCS,2026-01-02,1176133.0,3250.0,4323,24.5,235.0,1.85,78.4,65.0,1.0,1
ICICI Bank,2026-01-01,ICICI Bank Share Price Live Updates: ICICI Bank Current Market Status,Economic Times,"ICICI Bank Share Price Live Updates: ICICI Bank Current Market Status

",ICICIBANK,ICICIBANK.NS,1343.9000244140625,1348.4000244140625,1336.0,1338.0,4177838,ICICIBANK,2026-01-02,969099.0,1355.0,1500,19.6,433.0,0.81,7.61,17.8,2.0,1
ITC,2026-01-01,"Tax shocker makes Nuvama downgrade ITC shares, says cigarette prices can go up 20%",Economic Times,"Tax shocker makes Nuvama downgrade ITC shares, says cigarette prices can go up 20%

Nuvama cut ITC’s target price to Rs 415 and downgraded the stock to hold after the government announced a sharper-than-expected hike in cigarette taxes. The brokerage expects price hikes to hurt volumes and EBITDA from FY27, prompting earnings downgrades. However, strong cash flows, a high dividend payout and growth in non-tobacco businesses offer downside support.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
ITC,2026-01-01,"GCCs to ditch hiring surge for AI, cyber skills in 2026 : Experts",Economic Times,"GCCs to ditch hiring surge for AI, cyber skills in 2026 : Experts

India’s Global Capability Centres (GCCs) are shifting away from mass hiring and focusing instead on specialised skills in AI, cloud, and cybersecurity as they head into 2026, a move that could reshape both job creation and the future of the country’s tech workforce. India has over 1,800 GCCs, employing around 10.4 million people, with salaries that are 25-30% higher than those in other sectors.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
ITC,2026-01-01,Largest Indian Cigarette Maker ITC Plunges on Higher Tobacco Tax,bloomberg_markets,"Largest Indian Cigarette Maker ITC Plunges on Higher Tobacco Tax

Shares of ITC Ltd. plunged the most in nearly six years after a higher levy on tobacco products by the government fueled concerns about its impact on India’s largest cigarette maker.",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
Reliance Industries,2026-01-01,Sovereign Funds Push Into Tech as Assets Swell to $15 Trillion,bloomberg_markets,"Sovereign Funds Push Into Tech as Assets Swell to $15 Trillion

Sovereign wealth funds globally amassed a record $15 trillion in assets under management in a year when many deepened their technology investments and profited from buoyant markets, according to a new report by Global SWF.",RELIANCE,RELIANCE.NS,1573.699951171875,1592.5,1571.0999755859375,1575.5999755859375,6402513,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
Reliance Industries,2025-12-31,Canadian Stocks Set Record for Records in ‘Jaw-Dropping’ Year,bloomberg_markets,"Canadian Stocks Set Record for Records in ‘Jaw-Dropping’ Year

It makes little sense, when viewed from early April, that Canadian equities are closing out their second-best year this century.",RELIANCE,RELIANCE.NS,1541.0,1577.0,1541.0,1570.4000244140625,5769632,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,1
ICICI Bank,2026-01-02,ICICI Bank’s scheme to save LTCG tax,Economic Times,"ICICI Bank’s scheme to save LTCG tax

",ICICIBANK,ICICIBANK.NS,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8225396,ICICIBANK,2026-01-02,969099.0,1355.0,1500,19.6,433.0,0.81,7.61,17.8,2.0,0
ITC,2026-01-02,"Costlier Cigarettes: ITC, Godfrey's plight continues",Economic Times,"Costlier Cigarettes: ITC, Godfrey's plight continues

",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
Reliance Industries,2026-01-02,Euro zone bond yields edge up on first trading day of new year,Economic Times,"Euro zone bond yields edge up on first trading day of new year

Euro zone government bond yields rose on Friday, with investors looking ‍ahead to a year that will be ​marked again by hefty new debt sales, the impact of German ⁠fiscal stimulus and geopolitical headwinds.Benchmark 10-year bond yields edged up in early Friday trade, following Wednesday's rise in U.S. Treasury yields. European bond markets were closed on Thursday.Germany's 10-year Bund yield rose 2.5 basis points (bps) to 2.89%. ‌It ended 2025 ‌roughly 50 bps higher, the biggest annual increase since the 2022 global inflation surge.While French yields also rose, Italian yields ended ‌little changed and UK gilt yields, a source of volatility in the past year, fell.Commerzbank expects upward pressure on borrowing costs from new bonds sales will remain in place.It calculates that private investors will have to absorb a record high 234 billion euros ($274.81 billion) in net supply when adjusted for ​European Central Bank activity this year.Germany plans to issue ​a new 20-year bond, citing Dutch pension reform as one reason why the segment ‌is attractive.Dutch ‍occupational pensions, the EU's largest, started transitioning to a new system from ‍January 1 that no longer promises benefits, allowing the nearly 2-trillion-euro ‌sector to buy riskier assets.A Deutsche Bank survey published last month found investors expect 10-year Bund yields to remain unchanged at around 2.9% by end-2026.How Germany's spending bonanza pans out this year remains a key focus.Zurich Insurance chief market strategist Guy Miller said his base case was for fiscal stimulus to boost long-term growth prospects.""But there are clearly red flags, and the market is pretty pessimistic on the pace and scope of spending,"" he ‍said.""It's about how the money will be spent and they need to focus on the structural challenges they face, not simply trying to stimulate short-term ‍consumption.""On the ECB ⁠outlook, some analysts see ⁠one more rate cut as more likely than not, while others suspect the next move could be a rate hike.Traders expect no change when the ECB next meets on February 5, and price in a roughly 20% chance of a rate increase by year-end.Rate-hike speculation received a boost last month when ECB rate-setter Isabel Schnabel said the next move may be an increase. She later said she expected no hike in the foreseeable future.""We've got policy rates on hold, with an outside chance of a cut in the first quarter should growth disappoint,"" said Miller.($1 = 0.8515 euros)",RELIANCE,RELIANCE.NS,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6601311,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,0
ITC,2026-01-02,Gainers & Losers: Ola Electric among 6 stocks that were in focus on Friday,Economic Times,"Gainers & Losers: Ola Electric among 6 stocks that were in focus on Friday

Indian equity benchmarks ended Friday’s session firmly in the green, supported by strong buying in auto, metal and PSU banking stocks. While Ola Electric and Coal India emerged as key gainers, stocks such as ITC and Cupid witnessed sharp selling pressure.",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
ICICI Bank,2026-01-02,"Gold and silver showing signs of euphoria after blistering rally, warns ICICI Prudential's S Naren",Economic Times,"Gold and silver showing signs of euphoria after blistering rally, warns ICICI Prudential's S Naren

ICICI Prudential AMC CIO S Naren has cautioned investors against rising euphoria in precious metals after a sharp rally, urging a shift towards balanced asset allocation. He expects Indian equities to outperform global peers in 2026, recommending selective risk-taking, flexible investment strategies and greater equity exposure amid improving relative valuations.",ICICIBANK,ICICIBANK.NS,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8225396,ICICIBANK,2026-01-02,969099.0,1355.0,1500,19.6,433.0,0.81,7.61,17.8,2.0,0
ITC,2026-01-02,"Crypto market starts 2026 on balanced note, Bitcoin trades near $88,000",Economic Times,"Crypto market starts 2026 on balanced note, Bitcoin trades near $88,000

Bitcoin and Ethereum start 2026 on a balanced note, trading near $88,000 and $3,000 respectively. Major altcoins like BNB, XRP, Solana, Dogecoin, and Cardano gain over 8%, while whale accumulation rises, supporting underlying strength. Market remains cautious with consolidation and moderate momentum, as investors await clear signals for the next decisive move in the early months of 2026.",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
ITC,2026-01-02,ITC shares plunge to 3-year low after tax bombshell: Is this a falling knife or hidden value?,Economic Times,"ITC shares plunge to 3-year low after tax bombshell: Is this a falling knife or hidden value?

ITC shares slid to a three-year low after a sharp two-day, 14% fall triggered by a steep cigarette tax hike, prompting multiple brokerage downgrades amid concerns that large price increases will be needed to offset the impact, risking volumes and earnings.",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
HDFC Bank,2026-01-02,"SBI, HDFC Bank among Axis Securities' 15 stocks to buy in 2026 for up to 54% upside",Economic Times,"SBI, HDFC Bank among Axis Securities' 15 stocks to buy in 2026 for up to 54% upside

January 2026 is poised to see significant IPO activity, with five major offerings totaling approximately Rs 18,000 crore expected to test investor appetite. These include prominent companies in AI, renewable energy, coal, lending, and hospitality, signaling a potentially active start to the year for India's primary market.",HDFCBANK,HDFCBANK.NS,991.1500244140625,1003.2000122070312,988.7999877929688,1001.5999755859375,11749699,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,0
ITC,2026-01-02,"ITC hit by 6 brokerage downgrades as cigarette tax hike darkens earnings outlook. Should you buy, sell or hold?",Economic Times,"ITC hit by 6 brokerage downgrades as cigarette tax hike darkens earnings outlook. Should you buy, sell or hold?

Brokerages have turned sharply cautious on ITC after the government’s steep hike in cigarette excise duties, triggering downgrades, earnings cuts and valuation resets. While domestic brokerages warn of volume pressure and a revival of illicit trade, Jefferies has retained a Buy rating, arguing that long-term returns and cash payouts could cushion near-term pain.",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
ICICI Bank,2026-01-02,ICICI Bank Share Price Highlights: ICICI Bank Stock Price History,Economic Times,"ICICI Bank Share Price Highlights: ICICI Bank Stock Price History

",ICICIBANK,ICICIBANK.NS,1338.0,1356.9000244140625,1336.300048828125,1355.4000244140625,8225396,ICICIBANK,2026-01-02,969099.0,1355.0,1500,19.6,433.0,0.81,7.61,17.8,2.0,0
HDFC Bank,2026-01-02,HDFC Bank Share Price Highlights: HDFC Bank Stock Price History,Economic Times,"HDFC Bank Share Price Highlights: HDFC Bank Stock Price History

",HDFCBANK,HDFCBANK.NS,991.1500244140625,1003.2000122070312,988.7999877929688,1001.5999755859375,11749699,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,0
Reliance Industries,2026-01-02,Four semiconductor plants in India to begin commercial production in 2026,Economic Times,"Four semiconductor plants in India to begin commercial production in 2026

Union Minister for Electronics and IT Ashwini Vaishnaw announced on Friday that four companies will commence commercial manufacturing of semiconductor chips in 2026, marking a significant milestone in India's push for self-reliance in critical technology.",RELIANCE,RELIANCE.NS,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6601311,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,0
TCS,2026-01-02,TCS AI push showing tangible results: CEO,Economic Times,"TCS AI push showing tangible results: CEO

TCS's push into AI is already translating into tangible results, he said in a company-wide email on 1 January 2026. The company has achieved $1.5 billion in annualised AI services revenues, with 54 of its top 60 clients choosing TCS for their AI transformation initiatives. More than 5,000 AI engagements have been delivered, and over 200 AI platform deployments completed globally.",TCS,TCS.NS,3234.0,3254.300048828125,3219.5,3250.699951171875,1183942,TCS,2026-01-02,1176133.0,3250.0,4323,24.5,235.0,1.85,78.4,65.0,1.0,0
ITC,2026-01-02,India’s ITC Sheds $7 Billion as ‘Tax Shock’ Triggers Rating Cuts,bloomberg_markets,"India’s ITC Sheds $7 Billion as ‘Tax Shock’ Triggers Rating Cuts

India’s largest cigarette maker ITC Ltd. wiped out more than $7 billion in market value after a government tax hike on tobacco products triggered a wave of brokerage downgrades.",ITC,ITC.NS,360.0,360.0,345.25,350.04998779296875,118719084,,,,,,,,,,,,0
Reliance Industries,2026-01-02,Emerging-Market Stocks Scale Five-Year High Amid Tech Surge,bloomberg_markets,"Emerging-Market Stocks Scale Five-Year High Amid Tech Surge

Emerging-market stocks posted a strong start to 2026, following a $7.2 trillion annual rally, as Asia’s expanding role in artificial intelligence lifted Chinese technology shares to their biggest gains since September and pushed benchmarks in South Korea and Taiwan to record highs.",RELIANCE,RELIANCE.NS,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6601311,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,0
Reliance Industries,2026-01-02,Indonesia to Divert $4.5 Billion From State-Bank Placements,bloomberg_markets,"Indonesia to Divert $4.5 Billion From State-Bank Placements

Indonesia will pull back 75 trillion rupiah ($4.49 billion) of government cash it had planned to park in state-owned banks, citing the initiative’s limited impact on boosting lending in Southeast Asia’s largest economy.",RELIANCE,RELIANCE.NS,1580.0,1594.5999755859375,1578.199951171875,1592.300048828125,6601311,RELIANCE,2026-01-02,2155936.0,1592.0,1595,55.1,413.0,0.35,7.57,6.61,10.0,0
TCS,2025-12-22,India’s IT job demand grows 16% in 2025: Quess Corp,Economic Times,"India’s IT job demand grows 16% in 2025: Quess Corp

",TCS,TCS.NS,3310.0,3328.60009765625,3291.0,3324.89990234375,2632816,TCS,2026-01-02,1176133.0,3250.0,4323,24.5,235.0,1.85,78.4,65.0,1.0,0
TCS,2025-12-26,"Indian IT valuations comfortably priced, downside limited: Deven Choksey",Economic Times,"Indian IT valuations comfortably priced, downside limited: Deven Choksey

Indian IT firms are experiencing improved business conditions, driven by increased AI adoption and better execution efficiencies. The December quarter was largely stable, with expectations for the third quarter rising, particularly in consumption-linked segments. Favorable currency movements also offer short-term margin support.",TCS,TCS.NS,3313.10009765625,3320.0,3271.800048828125,3280.0,1176664,TCS,2026-01-02,1176133.0,3250.0,4323,24.5,235.0,1.85,78.4,65.0,1.0,0
HDFC Bank,2025-12-23,2025: When RBI unleashed the rate-cut chopper,Economic Times,"2025: When RBI unleashed the rate-cut chopper

",HDFCBANK,HDFCBANK.NS,990.5,998.9000244140625,987.7000122070312,996.5999755859375,17927849,HDFCBANK,2026-01-02,1540926.0,1001.0,1020,21.7,337.0,1.1,7.35,14.3,1.0,1
Infosys,2025-12-23,"US visa curbs, AI surge shape cautious outlook for Indian IT in 2026",Economic Times,"US visa curbs, AI surge shape cautious outlook for Indian IT in 2026

As India’s IT sector, valued at $280 billion, navigates its way toward 2026, it faces significant challenges such as stringent visa regulations and mounting global trade pressures. In response, businesses are pouring resources into artificial intelligence and developing global capability centers to enhance their international presence.",INFY,INFY.NS,1679.0,1679.0,1656.4000244140625,1668.300048828125,6593060,INFY,2026-01-02,665352.0,1641.0,1983,24.8,223.0,2.62,40.6,30.3,5.0,0
ITC,2025-12-26,FMCGs hit full throttle as GST dust settles,Economic Times,"FMCGs hit full throttle as GST dust settles

",ITC,ITC.NS,406.5,407.1499938964844,403.8500061035156,404.1499938964844,3152453,,,,,,,,,,,,0
ITC,2026-01-01,Excise duty on tobacco: Producers to install CCTV,Economic Times,"Excise duty on tobacco: Producers to install CCTV

",ITC,ITC.NS,402.70001220703125,402.70001220703125,362.70001220703125,363.8500061035156,282576196,,,,,,,,,,,,0
